Industry,Country,Year,Attack_Type,Canonical_Attack_Vector,Data_Type,Records_Compromised,Employee_Count,Security_Budget_Million_USD,Financial_Impact_Million_USD,Recovery_Time_Days,Incident_Severity,Baseline_Industry_Cost_Million_USD,Per_Record_Cost_USD,Estimated_Financial_Impact_Million_USD,Baseline_Source,PerRecord_Source,Source_Tag
IT,Brazil,2015,Malware,vulnerability exploit,pii_customer,956965,8900,12.3,74.03,40,3,4.22,100.0,74.03,IBM_Global×Multiplier,,LEAN
Retail,Germany,2023,Phishing,vulnerability exploit,pii_customer,291580,23000,8.9,87.55,25,2,3.798,100.0,87.55,IBM_Global×Multiplier,,LEAN
Education,Germany,2017,Ransomware,vulnerability exploit,pii_customer,950276,3400,2.1,76.96,31,3,3.376,100.0,76.96,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2017,Man-in-the-Middle,vulnerability exploit,pii_customer,932075,45000,34.5,89.07,72,4,4.22,100.0,89.07,IBM_Global×Multiplier,,LEAN
Healthcare,Germany,2015,DDoS,unknown,pii_customer,931456,10700,19.2,33.96,22,2,8.44,100.0,33.96,IBM_Global×Multiplier,,LEAN
Retail,Japan,2023,Ransomware,vulnerability exploit,pii_customer,983880,23000,8.9,28.77,54,4,3.798,100.0,28.77,IBM_Global×Multiplier,,LEAN
Education,China,2022,DDoS,unknown,pii_customer,20680,3400,2.1,18.49,29,3,3.376,100.0,18.49,IBM_Global×Multiplier,,LEAN
Education,Australia,2018,Malware,unknown,pii_customer,437056,3400,2.1,21.39,52,4,3.376,100.0,21.39,IBM_Global×Multiplier,,LEAN
Government,India,2021,Malware,unknown,pii_customer,769222,2300,8.9,57.91,32,3,4.22,100.0,57.91,IBM_Global×Multiplier,,LEAN
Government,Australia,2022,Malware,unknown,pii_customer,436928,2300,8.9,4.5,34,3,4.22,100.0,4.5,IBM_Global×Multiplier,,LEAN
Healthcare,China,2021,DDoS,unknown,pii_customer,340194,10700,19.2,38.67,44,4,8.44,100.0,38.67,IBM_Global×Multiplier,,LEAN
IT,India,2019,DDoS,vulnerability exploit,pii_customer,612030,8900,12.3,44.01,47,4,4.22,100.0,44.01,IBM_Global×Multiplier,,LEAN
IT,Australia,2019,Man-in-the-Middle,unknown,pii_customer,551100,8900,12.3,87.89,9,1,4.22,100.0,87.89,IBM_Global×Multiplier,,LEAN
IT,Brazil,2022,Phishing,unknown,pii_customer,251768,8900,12.3,26.02,6,1,4.22,100.0,26.02,IBM_Global×Multiplier,,LEAN
Retail,Japan,2015,DDoS,unknown,pii_customer,680720,23000,8.9,11.69,2,1,3.798,100.0,11.69,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2017,DDoS,unknown,pii_customer,156213,45000,34.5,51.69,9,1,4.22,100.0,51.69,IBM_Global×Multiplier,,LEAN
Retail,Japan,2020,Man-in-the-Middle,vulnerability exploit,pii_customer,468856,23000,8.9,33.75,15,1,3.798,100.0,33.75,IBM_Global×Multiplier,,LEAN
Government,France,2023,Ransomware,vulnerability exploit,pii_customer,90678,2300,8.9,63.45,22,2,4.22,100.0,63.45,IBM_Global×Multiplier,,LEAN
Retail,UK,2022,DDoS,unknown,pii_customer,554585,23000,8.9,45.73,63,4,3.798,100.0,45.73,IBM_Global×Multiplier,,LEAN
Banking,China,2021,Man-in-the-Middle,vulnerability exploit,pii_customer,935265,8900,12.3,33.3,20,2,4.22,100.0,33.3,IBM_Global×Multiplier,,LEAN
Banking,Japan,2023,SQL Injection,unknown,pii_customer,459922,8900,12.3,43.96,12,1,4.22,100.0,43.96,IBM_Global×Multiplier,,LEAN
Healthcare,France,2017,DDoS,unknown,pii_customer,782873,10700,19.2,6.72,4,1,8.44,100.0,6.72,IBM_Global×Multiplier,,LEAN
Banking,UK,2020,Ransomware,unknown,pii_customer,528708,8900,12.3,53.03,14,1,4.22,100.0,53.03,IBM_Global×Multiplier,,LEAN
Healthcare,Germany,2020,SQL Injection,unknown,pii_customer,513096,10700,19.2,38.89,57,4,8.44,100.0,38.89,IBM_Global×Multiplier,,LEAN
Education,Australia,2018,DDoS,unknown,pii_customer,636407,3400,2.1,79.5,11,1,3.376,100.0,79.5,IBM_Global×Multiplier,,LEAN
Retail,USA,2020,Ransomware,unknown,pii_customer,419557,23000,8.9,38.02,2,1,3.798,100.0,38.02,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2018,DDoS,unknown,pii_customer,784099,10700,19.2,47.47,30,3,8.44,100.0,47.47,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2024,Malware,unknown,pii_customer,37870,45000,34.5,71.18,31,3,4.22,100.0,71.18,IBM_Global×Multiplier,,LEAN
IT,Brazil,2022,Malware,unknown,pii_customer,291590,8900,12.3,4.08,22,2,4.22,100.0,4.08,IBM_Global×Multiplier,,LEAN
Telecommunications,India,2018,SQL Injection,unknown,pii_customer,444408,45000,34.5,15.96,64,4,4.22,100.0,15.96,IBM_Global×Multiplier,,LEAN
Banking,Germany,2015,Malware,unknown,pii_customer,526658,8900,12.3,56.13,38,3,4.22,100.0,56.13,IBM_Global×Multiplier,,LEAN
Retail,Japan,2021,Malware,unknown,pii_customer,333238,23000,8.9,30.53,20,2,3.798,100.0,30.53,IBM_Global×Multiplier,,LEAN
Retail,Australia,2020,DDoS,unknown,pii_customer,449936,23000,8.9,31.36,52,4,3.798,100.0,31.36,IBM_Global×Multiplier,,LEAN
Retail,Germany,2023,Malware,vulnerability exploit,pii_customer,61238,23000,8.9,71.05,41,3,3.798,100.0,71.05,IBM_Global×Multiplier,,LEAN
Education,USA,2024,Malware,unknown,pii_customer,916209,3400,2.1,24.93,50,4,3.376,100.0,24.93,IBM_Global×Multiplier,,LEAN
Banking,India,2022,DDoS,vulnerability exploit,pii_customer,762440,8900,12.3,13.97,19,2,4.22,100.0,13.97,IBM_Global×Multiplier,,LEAN
Banking,China,2021,Malware,unknown,pii_customer,248859,8900,12.3,92.2,33,3,4.22,100.0,92.2,IBM_Global×Multiplier,,LEAN
IT,Russia,2015,SQL Injection,unknown,pii_customer,645774,8900,12.3,47.8,7,1,4.22,100.0,47.8,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2024,Man-in-the-Middle,unknown,pii_customer,218189,10700,19.2,61.55,48,4,8.44,100.0,61.55,IBM_Global×Multiplier,,LEAN
Banking,China,2015,Man-in-the-Middle,unknown,pii_customer,623301,8900,12.3,66.47,40,3,4.22,100.0,66.47,IBM_Global×Multiplier,,LEAN
Education,Germany,2017,Ransomware,unknown,pii_customer,195872,3400,2.1,10.32,22,2,3.376,100.0,10.32,IBM_Global×Multiplier,,LEAN
IT,Germany,2016,SQL Injection,vulnerability exploit,pii_customer,807745,8900,12.3,76.36,71,4,4.22,100.0,76.36,IBM_Global×Multiplier,,LEAN
Healthcare,France,2020,Ransomware,vulnerability exploit,pii_customer,50385,10700,19.2,25.49,10,1,8.44,100.0,25.49,IBM_Global×Multiplier,,LEAN
Telecommunications,Brazil,2017,Malware,unknown,pii_customer,377769,45000,34.5,73.71,38,3,4.22,100.0,73.71,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2018,Ransomware,vulnerability exploit,pii_customer,355256,45000,34.5,99.41,51,4,4.22,100.0,99.41,IBM_Global×Multiplier,,LEAN
Government,UK,2017,DDoS,unknown,pii_customer,478549,2300,8.9,65.57,37,3,4.22,100.0,65.57,IBM_Global×Multiplier,,LEAN
Retail,Germany,2022,Malware,unknown,pii_customer,125300,23000,8.9,60.85,11,1,3.798,100.0,60.85,IBM_Global×Multiplier,,LEAN
Education,France,2018,Ransomware,unknown,pii_customer,608196,3400,2.1,34.54,25,2,3.376,100.0,34.54,IBM_Global×Multiplier,,LEAN
Government,China,2023,Phishing,unknown,pii_customer,27694,2300,8.9,43.49,30,3,4.22,100.0,43.49,IBM_Global×Multiplier,,LEAN
Retail,China,2017,Man-in-the-Middle,unknown,pii_customer,29840,23000,8.9,30.38,63,4,3.798,100.0,30.38,IBM_Global×Multiplier,,LEAN
Banking,Russia,2015,Phishing,unknown,pii_customer,720643,8900,12.3,4.59,19,2,4.22,100.0,4.59,IBM_Global×Multiplier,,LEAN
IT,Germany,2015,Man-in-the-Middle,unknown,pii_customer,775866,8900,12.3,54.54,69,4,4.22,100.0,54.54,IBM_Global×Multiplier,,LEAN
Retail,USA,2021,Phishing,unknown,pii_customer,671335,23000,8.9,95.86,62,4,3.798,100.0,95.86,IBM_Global×Multiplier,,LEAN
Banking,USA,2017,DDoS,unknown,pii_customer,276199,8900,12.3,98.07,28,3,4.22,100.0,98.07,IBM_Global×Multiplier,,LEAN
IT,UK,2015,Ransomware,unknown,pii_customer,534962,8900,12.3,75.49,59,4,4.22,100.0,75.49,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2022,Phishing,unknown,pii_customer,758516,45000,34.5,62.8,16,1,4.22,100.0,62.8,IBM_Global×Multiplier,,LEAN
Education,Australia,2018,Phishing,unknown,pii_customer,943662,3400,2.1,82.18,47,4,3.376,100.0,82.18,IBM_Global×Multiplier,,LEAN
Government,Germany,2019,Ransomware,unknown,pii_customer,257068,2300,8.9,99.3,17,1,4.22,100.0,99.3,IBM_Global×Multiplier,,LEAN
Education,USA,2015,DDoS,vulnerability exploit,pii_customer,75167,3400,2.1,66.04,13,1,3.376,100.0,66.04,IBM_Global×Multiplier,,LEAN
Retail,Germany,2017,SQL Injection,unknown,pii_customer,3200,23000,8.9,88.18,43,4,3.798,100.0,88.18,IBM_Global×Multiplier,,LEAN
IT,Japan,2018,Ransomware,unknown,pii_customer,917016,8900,12.3,60.82,39,3,4.22,100.0,60.82,IBM_Global×Multiplier,,LEAN
Banking,UK,2020,SQL Injection,unknown,pii_customer,760892,8900,12.3,40.31,22,2,4.22,100.0,40.31,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2021,SQL Injection,vulnerability exploit,pii_customer,204624,45000,34.5,1.47,33,3,4.22,100.0,1.47,IBM_Global×Multiplier,,LEAN
Healthcare,India,2020,DDoS,vulnerability exploit,pii_customer,324899,10700,19.2,16.65,57,4,8.44,100.0,16.65,IBM_Global×Multiplier,,LEAN
Government,Australia,2023,Ransomware,unknown,pii_customer,472878,2300,8.9,96.44,37,3,4.22,100.0,96.44,IBM_Global×Multiplier,,LEAN
Retail,France,2022,Malware,unknown,pii_customer,804221,23000,8.9,13.77,68,4,3.798,100.0,13.77,IBM_Global×Multiplier,,LEAN
Banking,Russia,2023,Ransomware,unknown,pii_customer,514319,8900,12.3,54.09,37,3,4.22,100.0,54.09,IBM_Global×Multiplier,,LEAN
Education,USA,2016,Man-in-the-Middle,unknown,pii_customer,180599,3400,2.1,2.17,4,1,3.376,100.0,2.17,IBM_Global×Multiplier,,LEAN
Retail,China,2017,SQL Injection,vulnerability exploit,pii_customer,129677,23000,8.9,61.83,60,4,3.798,100.0,61.83,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2016,Ransomware,vulnerability exploit,pii_customer,999508,45000,34.5,99.88,23,2,4.22,100.0,99.88,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2019,SQL Injection,unknown,pii_customer,915247,10700,19.2,3.92,52,4,8.44,100.0,3.92,IBM_Global×Multiplier,,LEAN
Education,Japan,2015,Man-in-the-Middle,vulnerability exploit,pii_customer,685261,3400,2.1,50.99,36,3,3.376,100.0,50.99,IBM_Global×Multiplier,,LEAN
Government,UK,2023,DDoS,unknown,pii_customer,48515,2300,8.9,34.8,50,4,4.22,100.0,34.8,IBM_Global×Multiplier,,LEAN
Government,China,2017,Man-in-the-Middle,vulnerability exploit,pii_customer,613786,2300,8.9,49.37,24,2,4.22,100.0,49.37,IBM_Global×Multiplier,,LEAN
Education,Australia,2016,DDoS,vulnerability exploit,pii_customer,228033,3400,2.1,61.23,43,4,3.376,100.0,61.23,IBM_Global×Multiplier,,LEAN
Education,India,2019,SQL Injection,unknown,pii_customer,862718,3400,2.1,95.54,44,4,3.376,100.0,95.54,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2017,Ransomware,vulnerability exploit,pii_customer,924837,10700,19.2,16.77,62,4,8.44,100.0,16.77,IBM_Global×Multiplier,,LEAN
Government,Japan,2018,SQL Injection,unknown,pii_customer,876850,2300,8.9,20.36,8,1,4.22,100.0,20.36,IBM_Global×Multiplier,,LEAN
Banking,Germany,2017,Phishing,vulnerability exploit,pii_customer,556014,8900,12.3,10.56,11,1,4.22,100.0,10.56,IBM_Global×Multiplier,,LEAN
Government,Brazil,2021,Phishing,vulnerability exploit,pii_customer,974362,2300,8.9,42.82,70,4,4.22,100.0,42.82,IBM_Global×Multiplier,,LEAN
IT,India,2017,Man-in-the-Middle,unknown,pii_customer,725608,8900,12.3,68.68,15,1,4.22,100.0,68.68,IBM_Global×Multiplier,,LEAN
Education,Russia,2019,Man-in-the-Middle,unknown,pii_customer,386691,3400,2.1,6.79,20,2,3.376,100.0,6.79,IBM_Global×Multiplier,,LEAN
Government,India,2017,SQL Injection,unknown,pii_customer,402855,2300,8.9,40.98,26,3,4.22,100.0,40.98,IBM_Global×Multiplier,,LEAN
Healthcare,Japan,2018,Phishing,unknown,pii_customer,518357,10700,19.2,25.66,42,4,8.44,100.0,25.66,IBM_Global×Multiplier,,LEAN
Banking,USA,2018,Phishing,unknown,pii_customer,724633,8900,12.3,29.35,26,3,4.22,100.0,29.35,IBM_Global×Multiplier,,LEAN
IT,Germany,2015,Ransomware,unknown,pii_customer,742272,8900,12.3,6.74,64,4,4.22,100.0,6.74,IBM_Global×Multiplier,,LEAN
IT,Brazil,2024,Malware,unknown,pii_customer,650093,8900,12.3,83.09,58,4,4.22,100.0,83.09,IBM_Global×Multiplier,,LEAN
Banking,Japan,2021,Phishing,unknown,pii_customer,755165,8900,12.3,94.32,28,3,4.22,100.0,94.32,IBM_Global×Multiplier,,LEAN
IT,UK,2021,DDoS,unknown,pii_customer,581923,8900,12.3,67.12,63,4,4.22,100.0,67.12,IBM_Global×Multiplier,,LEAN
Retail,Australia,2024,Man-in-the-Middle,vulnerability exploit,pii_customer,637189,23000,8.9,76.83,56,4,3.798,100.0,76.83,IBM_Global×Multiplier,,LEAN
Retail,USA,2017,DDoS,unknown,pii_customer,513625,23000,8.9,70.37,37,3,3.798,100.0,70.37,IBM_Global×Multiplier,,LEAN
Government,Germany,2024,Phishing,vulnerability exploit,pii_customer,499142,2300,8.9,22.46,70,4,4.22,100.0,22.46,IBM_Global×Multiplier,,LEAN
Healthcare,USA,2024,Phishing,unknown,pii_customer,8334,10700,19.2,17.64,13,1,8.44,100.0,17.64,IBM_Global×Multiplier,,LEAN
Government,USA,2020,Phishing,unknown,pii_customer,617277,2300,8.9,37.3,4,1,4.22,100.0,37.3,IBM_Global×Multiplier,,LEAN
Education,USA,2018,Man-in-the-Middle,unknown,pii_customer,614662,3400,2.1,2.17,37,3,3.376,100.0,2.17,IBM_Global×Multiplier,,LEAN
Banking,China,2024,DDoS,unknown,pii_customer,755185,8900,12.3,99.99,20,2,4.22,100.0,99.99,IBM_Global×Multiplier,,LEAN
IT,Russia,2018,DDoS,unknown,pii_customer,839882,8900,12.3,37.84,7,1,4.22,100.0,37.84,IBM_Global×Multiplier,,LEAN
Education,Russia,2021,Ransomware,unknown,pii_customer,852965,3400,2.1,86.8,39,3,3.376,100.0,86.8,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2021,Man-in-the-Middle,vulnerability exploit,pii_customer,566386,8900,12.3,3.69,45,4,4.22,100.0,3.69,IBM_Global×Multiplier,,LEAN
IT,Japan,2017,Phishing,unknown,pii_customer,402903,8900,12.3,73.85,55,4,4.22,100.0,73.85,IBM_Global×Multiplier,,LEAN
Retail,UK,2018,DDoS,unknown,pii_customer,261266,23000,8.9,0.5,63,4,3.798,100.0,0.5,IBM_Global×Multiplier,,LEAN
IT,France,2015,Malware,unknown,pii_customer,899215,8900,12.3,91.94,59,4,4.22,100.0,91.94,IBM_Global×Multiplier,,LEAN
Education,China,2023,Man-in-the-Middle,unknown,pii_customer,455900,3400,2.1,35.37,11,1,3.376,100.0,35.37,IBM_Global×Multiplier,,LEAN
Government,Japan,2023,SQL Injection,unknown,pii_customer,391049,2300,8.9,69.61,35,3,4.22,100.0,69.61,IBM_Global×Multiplier,,LEAN
Government,France,2020,Ransomware,unknown,pii_customer,694660,2300,8.9,81.53,29,3,4.22,100.0,81.53,IBM_Global×Multiplier,,LEAN
IT,Germany,2020,DDoS,vulnerability exploit,pii_customer,650469,8900,12.3,63.96,58,4,4.22,100.0,63.96,IBM_Global×Multiplier,,LEAN
IT,USA,2020,SQL Injection,vulnerability exploit,pii_customer,247149,8900,12.3,68.17,47,4,4.22,100.0,68.17,IBM_Global×Multiplier,,LEAN
Education,Japan,2019,DDoS,unknown,pii_customer,645578,3400,2.1,15.54,56,4,3.376,100.0,15.54,IBM_Global×Multiplier,,LEAN
Government,Germany,2019,SQL Injection,vulnerability exploit,pii_customer,848517,2300,8.9,67.05,16,1,4.22,100.0,67.05,IBM_Global×Multiplier,,LEAN
Healthcare,France,2019,Malware,unknown,pii_customer,897755,10700,19.2,25.19,61,4,8.44,100.0,25.19,IBM_Global×Multiplier,,LEAN
Government,USA,2023,Ransomware,unknown,pii_customer,999635,2300,8.9,93.34,24,2,4.22,100.0,93.34,IBM_Global×Multiplier,,LEAN
Government,Brazil,2017,Phishing,unknown,pii_customer,767721,2300,8.9,87.27,9,1,4.22,100.0,87.27,IBM_Global×Multiplier,,LEAN
IT,India,2019,Phishing,unknown,pii_customer,629687,8900,12.3,33.15,53,4,4.22,100.0,33.15,IBM_Global×Multiplier,,LEAN
Retail,India,2021,Phishing,vulnerability exploit,pii_customer,517843,23000,8.9,38.5,69,4,3.798,100.0,38.5,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2015,DDoS,unknown,pii_customer,807631,10700,19.2,20.92,56,4,8.44,100.0,20.92,IBM_Global×Multiplier,,LEAN
Retail,France,2024,Phishing,unknown,pii_customer,354954,23000,8.9,98.95,14,1,3.798,100.0,98.95,IBM_Global×Multiplier,,LEAN
Healthcare,Japan,2017,SQL Injection,vulnerability exploit,pii_customer,839368,10700,19.2,54.26,40,3,8.44,100.0,54.26,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2018,DDoS,unknown,pii_customer,910081,10700,19.2,10.77,28,3,8.44,100.0,10.77,IBM_Global×Multiplier,,LEAN
IT,USA,2024,Phishing,unknown,pii_customer,979700,8900,12.3,87.42,49,4,4.22,100.0,87.42,IBM_Global×Multiplier,,LEAN
Telecommunications,China,2019,Man-in-the-Middle,vulnerability exploit,pii_customer,586131,45000,34.5,58.78,68,4,4.22,100.0,58.78,IBM_Global×Multiplier,,LEAN
Education,Australia,2017,Phishing,unknown,pii_customer,317988,3400,2.1,82.47,2,1,3.376,100.0,82.47,IBM_Global×Multiplier,,LEAN
Government,India,2018,Ransomware,unknown,pii_customer,11241,2300,8.9,43.11,4,1,4.22,100.0,43.11,IBM_Global×Multiplier,,LEAN
Education,Brazil,2016,Phishing,unknown,pii_customer,381599,3400,2.1,97.98,66,4,3.376,100.0,97.98,IBM_Global×Multiplier,,LEAN
Education,USA,2016,SQL Injection,vulnerability exploit,pii_customer,347293,3400,2.1,16.5,65,4,3.376,100.0,16.5,IBM_Global×Multiplier,,LEAN
IT,UK,2023,Ransomware,unknown,pii_customer,82321,8900,12.3,86.23,47,4,4.22,100.0,86.23,IBM_Global×Multiplier,,LEAN
Retail,Germany,2023,SQL Injection,unknown,pii_customer,460558,23000,8.9,49.76,61,4,3.798,100.0,49.76,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2022,Man-in-the-Middle,unknown,pii_customer,828280,45000,34.5,62.83,62,4,4.22,100.0,62.83,IBM_Global×Multiplier,,LEAN
Education,India,2020,Malware,unknown,pii_customer,287352,3400,2.1,20.14,69,4,3.376,100.0,20.14,IBM_Global×Multiplier,,LEAN
Government,Australia,2020,Ransomware,vulnerability exploit,pii_customer,946651,2300,8.9,25.9,67,4,4.22,100.0,25.9,IBM_Global×Multiplier,,LEAN
Education,Japan,2017,Phishing,vulnerability exploit,pii_customer,954423,3400,2.1,88.43,6,1,3.376,100.0,88.43,IBM_Global×Multiplier,,LEAN
Banking,Australia,2022,Ransomware,unknown,pii_customer,979382,8900,12.3,32.56,43,4,4.22,100.0,32.56,IBM_Global×Multiplier,,LEAN
Government,Brazil,2017,DDoS,unknown,pii_customer,12372,2300,8.9,58.67,29,3,4.22,100.0,58.67,IBM_Global×Multiplier,,LEAN
IT,Japan,2017,Phishing,vulnerability exploit,pii_customer,195044,8900,12.3,6.49,20,2,4.22,100.0,6.49,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2019,Ransomware,unknown,pii_customer,721984,45000,34.5,34.93,44,4,4.22,100.0,34.93,IBM_Global×Multiplier,,LEAN
Education,UK,2022,DDoS,unknown,pii_customer,654253,3400,2.1,71.55,35,3,3.376,100.0,71.55,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2015,Malware,unknown,pii_customer,686119,10700,19.2,23.01,25,2,8.44,100.0,23.01,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2017,Man-in-the-Middle,unknown,pii_customer,776634,10700,19.2,93.91,33,3,8.44,100.0,93.91,IBM_Global×Multiplier,,LEAN
IT,India,2020,Ransomware,vulnerability exploit,pii_customer,698224,8900,12.3,41.09,21,2,4.22,100.0,41.09,IBM_Global×Multiplier,,LEAN
Government,Germany,2023,Malware,unknown,pii_customer,88821,2300,8.9,86.77,39,3,4.22,100.0,86.77,IBM_Global×Multiplier,,LEAN
Banking,Russia,2022,Man-in-the-Middle,vulnerability exploit,pii_customer,846546,8900,12.3,53.95,51,4,4.22,100.0,53.95,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2016,Man-in-the-Middle,unknown,pii_customer,117819,23000,8.9,14.04,15,1,3.798,100.0,14.04,IBM_Global×Multiplier,,LEAN
IT,Russia,2021,Man-in-the-Middle,vulnerability exploit,pii_customer,465446,8900,12.3,70.97,51,4,4.22,100.0,70.97,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2015,Malware,unknown,pii_customer,184554,10700,19.2,75.72,39,3,8.44,100.0,75.72,IBM_Global×Multiplier,,LEAN
IT,USA,2022,Phishing,unknown,pii_customer,520480,8900,12.3,48.71,66,4,4.22,100.0,48.71,IBM_Global×Multiplier,,LEAN
Government,Brazil,2020,Malware,unknown,pii_customer,294668,2300,8.9,50.61,17,1,4.22,100.0,50.61,IBM_Global×Multiplier,,LEAN
Healthcare,USA,2017,Man-in-the-Middle,vulnerability exploit,pii_customer,892665,10700,19.2,54.54,31,3,8.44,100.0,54.54,IBM_Global×Multiplier,,LEAN
Healthcare,USA,2018,Ransomware,vulnerability exploit,pii_customer,80926,10700,19.2,87.42,19,2,8.44,100.0,87.42,IBM_Global×Multiplier,,LEAN
Education,UK,2016,Ransomware,unknown,pii_customer,884536,3400,2.1,80.77,34,3,3.376,100.0,80.77,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2015,SQL Injection,vulnerability exploit,pii_customer,445422,10700,19.2,3.73,70,4,8.44,100.0,3.73,IBM_Global×Multiplier,,LEAN
Government,Russia,2020,Ransomware,unknown,pii_customer,376628,2300,8.9,52.28,30,3,4.22,100.0,52.28,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2016,Man-in-the-Middle,unknown,pii_customer,378949,8900,12.3,70.89,67,4,4.22,100.0,70.89,IBM_Global×Multiplier,,LEAN
IT,Japan,2023,Phishing,unknown,pii_customer,26036,8900,12.3,35.27,71,4,4.22,100.0,35.27,IBM_Global×Multiplier,,LEAN
Government,USA,2020,DDoS,vulnerability exploit,pii_customer,191369,2300,8.9,40.98,65,4,4.22,100.0,40.98,IBM_Global×Multiplier,,LEAN
IT,India,2017,Phishing,unknown,pii_customer,899005,8900,12.3,93.62,61,4,4.22,100.0,93.62,IBM_Global×Multiplier,,LEAN
Education,France,2021,Man-in-the-Middle,vulnerability exploit,pii_customer,119348,3400,2.1,20.57,48,4,3.376,100.0,20.57,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2017,Man-in-the-Middle,unknown,pii_customer,610106,45000,34.5,21.8,39,3,4.22,100.0,21.8,IBM_Global×Multiplier,,LEAN
Education,USA,2015,SQL Injection,vulnerability exploit,pii_customer,239853,3400,2.1,28.19,64,4,3.376,100.0,28.19,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2015,Ransomware,unknown,pii_customer,419344,45000,34.5,99.83,59,4,4.22,100.0,99.83,IBM_Global×Multiplier,,LEAN
Healthcare,Germany,2023,SQL Injection,unknown,pii_customer,428415,10700,19.2,45.85,69,4,8.44,100.0,45.85,IBM_Global×Multiplier,,LEAN
Banking,France,2021,Malware,unknown,pii_customer,169113,8900,12.3,47.14,55,4,4.22,100.0,47.14,IBM_Global×Multiplier,,LEAN
Government,Russia,2015,Phishing,unknown,pii_customer,867302,2300,8.9,24.06,55,4,4.22,100.0,24.06,IBM_Global×Multiplier,,LEAN
IT,France,2020,DDoS,vulnerability exploit,pii_customer,821848,8900,12.3,63.87,60,4,4.22,100.0,63.87,IBM_Global×Multiplier,,LEAN
Government,Australia,2020,Malware,unknown,pii_customer,982719,2300,8.9,35.96,26,3,4.22,100.0,35.96,IBM_Global×Multiplier,,LEAN
Education,Japan,2015,DDoS,unknown,pii_customer,769794,3400,2.1,76.22,29,3,3.376,100.0,76.22,IBM_Global×Multiplier,,LEAN
IT,USA,2023,Phishing,unknown,pii_customer,957199,8900,12.3,29.42,49,4,4.22,100.0,29.42,IBM_Global×Multiplier,,LEAN
Education,Russia,2020,Ransomware,unknown,pii_customer,431174,3400,2.1,65.73,24,2,3.376,100.0,65.73,IBM_Global×Multiplier,,LEAN
Education,UK,2015,Ransomware,unknown,pii_customer,483598,3400,2.1,44.39,29,3,3.376,100.0,44.39,IBM_Global×Multiplier,,LEAN
IT,Japan,2020,Malware,unknown,pii_customer,661385,8900,12.3,80.49,26,3,4.22,100.0,80.49,IBM_Global×Multiplier,,LEAN
