Incident_ID,Date_Reported,Company_Name,Industry,Country,Attack_Type,Records_Compromised,Attack_Vector,Data_Type,Ransom_Amount_USD,Recovery_Time_Days,Financial_Impact_Million_USD,CISO_Present,Security_Budget_Million_USD,Employee_Count,Previous_Incidents,Patch_Status,MFA_Enabled,Security_Training_Hours,Incident_Severity,Attribution,Response_Time_Hours,Regulatory_Fine_Million_USD,Stock_Impact_Percent,Customer_Churn_Percent,Reputation_Score_Change,Year,Per_Record_Cost_USD,Baseline_Industry_Cost_Million_USD,Estimated_Financial_Impact_Million_USD,Baseline_Source_x,PerRecord_Source_x,Source_Tag,Baseline_Source_y,Baseline_Source,PerRecord_Source_y,PerRecord_Source
,,,IT,France,Phishing,255689,,,,,64.54,,,,,,,,54.0,,,,,,,2024,100.31243975865726,53.3,64.54,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Japan,Malware,750473,,,,,74.01,,,,,,,,41.0,,,,,,,2017,100.31243975865726,3.54,74.01,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,UK,Malware,284512,,,,,68.8,,,,,,,,23.0,,,,,,,2015,100.31243975865726,54.44,68.8,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Japan,Malware,607544,,,,,76.8,,,,,,,,56.0,,,,,,,2021,100.31243975865726,3.8,76.8,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,UK,Ransomware,61764,,,,,92.39,,,,,,,,38.0,,,,,,,2016,100.31243975865726,50.75,92.39,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,USA,DDoS,489053,,,,,11.73,,,,,,,,29.0,,,,,,,2023,100.31243975865726,51.230000000000004,11.73,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,China,SQL Injection,8884,,,,,29.31,,,,,,,,23.0,,,,,,,2020,100.31243975865726,51.230000000000004,29.31,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Germany,Ransomware,80135,,,,,91.67,,,,,,,,35.0,,,,,,,2017,100.31243975865726,3.54,91.67,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,Phishing,20064,,,,,47.66,,,,,,,,61.0,,,,,,,2022,100.31243975865726,3.54,47.66,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,India,SQL Injection,849940,,,,,95.74,,,,,,,,61.0,,,,,,,2022,100.31243975865726,51.230000000000004,95.74,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Japan,Ransomware,437649,,,,,79.25,,,,,,,,10.0,,,,,,,2021,100.31243975865726,54.44,79.25,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Australia,SQL Injection,269137,,,,,43.69,,,,,,,,18.0,,,,,,,2020,100.31243975865726,51.230000000000004,43.69,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,UK,Malware,233460,,,,,23.27,,,,,,,,11.0,,,,,,,2018,100.31243975865726,51.230000000000004,23.27,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,UK,SQL Injection,474585,,,,,6.96,,,,,,,,34.0,,,,,,,2015,100.31243975865726,50.75,6.96,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Russia,SQL Injection,674211,,,,,41.65,,,,,,,,54.0,,,,,,,2024,100.31243975865726,54.44,41.65,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Brazil,Phishing,267178,,,,,18.79,,,,,,,,56.0,,,,,,,2020,100.31243975865726,7.42,18.79,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Russia,DDoS,104121,,,,,58.93,,,,,,,,15.0,,,,,,,2022,100.31243975865726,7.42,58.93,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,UK,Ransomware,217598,,,,,83.29,,,,,,,,24.0,,,,,,,2020,100.31243975865726,53.3,83.29,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,China,Ransomware,44082,,,,,65.96,,,,,,,,48.0,,,,,,,2024,100.31243975865726,54.44,65.96,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,India,Phishing,31733,,,,,71.58,,,,,,,,49.0,,,,,,,2018,100.31243975865726,50.75,71.58,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Australia,Man-in-the-Middle,346224,,,,,34.16,,,,,,,,64.0,,,,,,,2022,100.31243975865726,50.75,34.16,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Australia,DDoS,419127,,,,,61.01,,,,,,,,26.0,,,,,,,2015,100.31243975865726,53.3,61.01,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,USA,Man-in-the-Middle,810539,,,,,53.59,,,,,,,,22.0,,,,,,,2024,100.31243975865726,3.8,53.59,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,DDoS,692784,,,,,11.79,,,,,,,,2.0,,,,,,,2020,100.31243975865726,3.54,11.79,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,SQL Injection,315050,,,,,16.98,,,,,,,,8.0,,,,,,,2020,100.31243975865726,3.54,16.98,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,India,SQL Injection,786464,,,,,29.24,,,,,,,,38.0,,,,,,,2016,100.31243975865726,53.3,29.24,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,Man-in-the-Middle,140061,,,,,20.35,,,,,,,,42.0,,,,,,,2023,100.31243975865726,53.3,20.35,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Brazil,SQL Injection,673923,,,,,34.32,,,,,,,,3.0,,,,,,,2021,100.31243975865726,53.3,34.32,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Japan,SQL Injection,221051,,,,,35.88,,,,,,,,18.0,,,,,,,2017,100.31243975865726,54.44,35.88,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Russia,SQL Injection,442940,,,,,33.84,,,,,,,,7.0,,,,,,,2017,100.31243975865726,50.75,33.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Russia,SQL Injection,677688,,,,,17.21,,,,,,,,31.0,,,,,,,2024,100.31243975865726,51.230000000000004,17.21,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Russia,Ransomware,679860,,,,,95.08,,,,,,,,66.0,,,,,,,2017,100.31243975865726,3.8,95.08,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Germany,Phishing,963983,,,,,27.85,,,,,,,,45.0,,,,,,,2016,100.31243975865726,3.54,27.85,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,UK,DDoS,125100,,,,,18.52,,,,,,,,61.0,,,,,,,2020,100.31243975865726,3.54,18.52,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,China,DDoS,815317,,,,,81.31,,,,,,,,72.0,,,,,,,2016,100.31243975865726,3.8,81.31,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,China,Man-in-the-Middle,500252,,,,,34.82,,,,,,,,29.0,,,,,,,2020,100.31243975865726,3.54,34.82,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,India,DDoS,512953,,,,,55.3,,,,,,,,57.0,,,,,,,2018,100.31243975865726,3.8,55.3,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,India,Phishing,337377,,,,,88.71,,,,,,,,23.0,,,,,,,2023,100.31243975865726,53.3,88.71,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,India,DDoS,766733,,,,,0.6,,,,,,,,55.0,,,,,,,2024,100.31243975865726,3.54,0.6,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,Malware,578310,,,,,50.02,,,,,,,,15.0,,,,,,,2023,100.31243975865726,3.54,50.02,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,France,Man-in-the-Middle,255574,,,,,12.96,,,,,,,,69.0,,,,,,,2022,100.31243975865726,51.230000000000004,12.96,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,China,Phishing,169152,,,,,43.58,,,,,,,,49.0,,,,,,,2023,100.31243975865726,53.3,43.58,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,USA,Man-in-the-Middle,216472,,,,,33.22,,,,,,,,55.0,,,,,,,2020,100.31243975865726,53.3,33.22,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Japan,Phishing,370096,,,,,38.96,,,,,,,,23.0,,,,,,,2020,100.31243975865726,3.54,38.96,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,India,Phishing,742555,,,,,30.14,,,,,,,,57.0,,,,,,,2020,100.31243975865726,51.230000000000004,30.14,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Russia,Man-in-the-Middle,870019,,,,,21.72,,,,,,,,5.0,,,,,,,2020,100.31243975865726,53.3,21.72,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Australia,Malware,941679,,,,,93.2,,,,,,,,43.0,,,,,,,2022,100.31243975865726,53.3,93.2,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,France,DDoS,738419,,,,,88.17,,,,,,,,11.0,,,,,,,2024,100.31243975865726,3.54,88.17,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Brazil,Phishing,4136,,,,,42.46,,,,,,,,23.0,,,,,,,2018,100.31243975865726,3.54,42.46,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,India,SQL Injection,995847,,,,,61.41,,,,,,,,1.0,,,,,,,2022,100.31243975865726,3.8,61.41,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Japan,Ransomware,536995,,,,,51.51,,,,,,,,3.0,,,,,,,2022,100.31243975865726,3.8,51.51,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Germany,Malware,57200,,,,,77.7,,,,,,,,26.0,,,,,,,2016,100.31243975865726,51.230000000000004,77.7,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,Phishing,936566,,,,,14.65,,,,,,,,61.0,,,,,,,2016,100.31243975865726,54.44,14.65,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Japan,DDoS,567370,,,,,68.4,,,,,,,,9.0,,,,,,,2019,100.31243975865726,7.42,68.4,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,India,Malware,970056,,,,,34.51,,,,,,,,30.0,,,,,,,2015,100.31243975865726,50.75,34.51,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Brazil,Ransomware,3432,,,,,71.74,,,,,,,,45.0,,,,,,,2020,100.31243975865726,53.3,71.74,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Brazil,Malware,49473,,,,,37.54,,,,,,,,51.0,,,,,,,2015,100.31243975865726,3.8,37.54,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,France,Man-in-the-Middle,460984,,,,,76.35,,,,,,,,55.0,,,,,,,2019,100.31243975865726,53.3,76.35,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,Phishing,228010,,,,,71.2,,,,,,,,59.0,,,,,,,2024,100.31243975865726,53.3,71.2,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Russia,Ransomware,172789,,,,,48.88,,,,,,,,10.0,,,,,,,2024,100.31243975865726,54.44,48.88,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,China,Man-in-the-Middle,338732,,,,,48.24,,,,,,,,15.0,,,,,,,2020,100.31243975865726,3.54,48.24,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Germany,Ransomware,175755,,,,,32.0,,,,,,,,30.0,,,,,,,2017,100.31243975865726,7.42,32.0,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Brazil,DDoS,897521,,,,,50.34,,,,,,,,19.0,,,,,,,2023,100.31243975865726,3.8,50.34,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Russia,Ransomware,719532,,,,,5.18,,,,,,,,10.0,,,,,,,2016,100.31243975865726,7.42,5.18,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Australia,DDoS,583925,,,,,95.28,,,,,,,,70.0,,,,,,,2024,100.31243975865726,54.44,95.28,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Russia,Phishing,480522,,,,,70.4,,,,,,,,72.0,,,,,,,2016,100.31243975865726,3.54,70.4,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Brazil,SQL Injection,16957,,,,,47.2,,,,,,,,49.0,,,,,,,2015,100.31243975865726,53.3,47.2,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,France,Ransomware,316228,,,,,29.35,,,,,,,,7.0,,,,,,,2016,100.31243975865726,53.3,29.35,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Australia,SQL Injection,363414,,,,,20.28,,,,,,,,59.0,,,,,,,2018,100.31243975865726,50.75,20.28,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,UK,Man-in-the-Middle,733671,,,,,71.9,,,,,,,,20.0,,,,,,,2015,100.31243975865726,51.230000000000004,71.9,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,France,SQL Injection,399457,,,,,27.91,,,,,,,,48.0,,,,,,,2019,100.31243975865726,51.230000000000004,27.91,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,China,DDoS,171772,,,,,57.34,,,,,,,,8.0,,,,,,,2017,100.31243975865726,54.44,57.34,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,Phishing,197305,,,,,82.4,,,,,,,,34.0,,,,,,,2015,100.31243975865726,54.44,82.4,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Russia,Ransomware,677971,,,,,15.08,,,,,,,,51.0,,,,,,,2023,100.31243975865726,7.42,15.08,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,India,Man-in-the-Middle,942454,,,,,55.12,,,,,,,,66.0,,,,,,,2021,100.31243975865726,50.75,55.12,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Russia,Ransomware,211205,,,,,38.84,,,,,,,,54.0,,,,,,,2022,100.31243975865726,54.44,38.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Japan,Malware,483399,,,,,42.79,,,,,,,,50.0,,,,,,,2024,100.31243975865726,51.230000000000004,42.79,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,China,DDoS,699791,,,,,97.83,,,,,,,,2.0,,,,,,,2016,100.31243975865726,51.230000000000004,97.83,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Germany,Phishing,679314,,,,,10.04,,,,,,,,39.0,,,,,,,2019,100.31243975865726,3.8,10.04,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Brazil,SQL Injection,466897,,,,,96.97,,,,,,,,58.0,,,,,,,2020,100.31243975865726,3.54,96.97,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Brazil,SQL Injection,175957,,,,,41.05,,,,,,,,69.0,,,,,,,2024,100.31243975865726,7.42,41.05,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,India,Ransomware,912202,,,,,10.37,,,,,,,,15.0,,,,,,,2019,100.31243975865726,54.44,10.37,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Russia,DDoS,985398,,,,,33.73,,,,,,,,54.0,,,,,,,2019,100.31243975865726,3.8,33.73,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,China,SQL Injection,715127,,,,,4.18,,,,,,,,60.0,,,,,,,2023,100.31243975865726,3.8,4.18,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,Malware,472835,,,,,72.24,,,,,,,,57.0,,,,,,,2021,100.31243975865726,3.54,72.24,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Australia,DDoS,412019,,,,,98.25,,,,,,,,34.0,,,,,,,2016,100.31243975865726,7.42,98.25,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,India,SQL Injection,172469,,,,,85.69,,,,,,,,16.0,,,,,,,2021,100.31243975865726,3.54,85.69,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,UK,Phishing,893284,,,,,39.12,,,,,,,,21.0,,,,,,,2015,100.31243975865726,50.75,39.12,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,India,Malware,586,,,,,82.66,,,,,,,,23.0,,,,,,,2021,100.31243975865726,51.230000000000004,82.66,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Japan,Phishing,845169,,,,,49.12,,,,,,,,1.0,,,,,,,2017,100.31243975865726,53.3,49.12,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Germany,Ransomware,184748,,,,,89.36,,,,,,,,4.0,,,,,,,2018,100.31243975865726,54.44,89.36,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Japan,Malware,783976,,,,,77.84,,,,,,,,62.0,,,,,,,2021,100.31243975865726,7.42,77.84,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,France,Phishing,282583,,,,,49.84,,,,,,,,15.0,,,,,,,2015,100.31243975865726,53.3,49.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Germany,SQL Injection,591828,,,,,96.31,,,,,,,,16.0,,,,,,,2020,100.31243975865726,7.42,96.31,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,India,SQL Injection,27344,,,,,18.44,,,,,,,,1.0,,,,,,,2018,100.31243975865726,54.44,18.44,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Australia,Ransomware,200307,,,,,18.16,,,,,,,,59.0,,,,,,,2024,100.31243975865726,7.42,18.16,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,China,Man-in-the-Middle,528411,,,,,68.28,,,,,,,,10.0,,,,,,,2018,100.31243975865726,53.3,68.28,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,France,Phishing,551812,,,,,95.72,,,,,,,,69.0,,,,,,,2015,100.31243975865726,50.75,95.72,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Brazil,SQL Injection,975019,,,,,96.6,,,,,,,,38.0,,,,,,,2019,100.31243975865726,3.8,96.6,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,China,DDoS,399851,,,,,97.15,,,,,,,,38.0,,,,,,,2015,100.31243975865726,54.44,97.15,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,India,Ransomware,998833,,,,,79.3,,,,,,,,21.0,,,,,,,2024,100.31243975865726,54.44,79.3,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,France,Man-in-the-Middle,517640,,,,,76.35,,,,,,,,4.0,,,,,,,2017,100.31243975865726,3.8,76.35,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Russia,DDoS,615332,,,,,33.51,,,,,,,,65.0,,,,,,,2023,100.31243975865726,50.75,33.51,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,France,SQL Injection,592364,,,,,96.08,,,,,,,,21.0,,,,,,,2017,100.31243975865726,7.42,96.08,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,China,Phishing,943680,,,,,33.69,,,,,,,,46.0,,,,,,,2020,100.31243975865726,3.8,33.69,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Brazil,Man-in-the-Middle,506551,,,,,17.99,,,,,,,,53.0,,,,,,,2017,100.31243975865726,3.54,17.99,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Japan,Ransomware,122651,,,,,86.84,,,,,,,,59.0,,,,,,,2022,100.31243975865726,54.44,86.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,USA,Man-in-the-Middle,459039,,,,,97.62,,,,,,,,68.0,,,,,,,2018,100.31243975865726,3.54,97.62,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Germany,Ransomware,176331,,,,,25.85,,,,,,,,25.0,,,,,,,2021,100.31243975865726,53.3,25.85,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,USA,Ransomware,543437,,,,,27.37,,,,,,,,20.0,,,,,,,2018,100.31243975865726,7.42,27.37,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Germany,SQL Injection,859311,,,,,29.02,,,,,,,,47.0,,,,,,,2022,100.31243975865726,51.230000000000004,29.02,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,USA,DDoS,877041,,,,,90.78,,,,,,,,48.0,,,,,,,2018,100.31243975865726,3.54,90.78,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,France,Ransomware,657939,,,,,42.33,,,,,,,,47.0,,,,,,,2022,100.31243975865726,7.42,42.33,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Japan,DDoS,920270,,,,,81.89,,,,,,,,20.0,,,,,,,2019,100.31243975865726,50.75,81.89,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,USA,Ransomware,905935,,,,,43.81,,,,,,,,60.0,,,,,,,2015,100.31243975865726,7.42,43.81,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Australia,Malware,217863,,,,,93.71,,,,,,,,31.0,,,,,,,2019,100.31243975865726,51.230000000000004,93.71,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,UK,Man-in-the-Middle,930468,,,,,54.29,,,,,,,,35.0,,,,,,,2020,100.31243975865726,54.44,54.29,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Japan,Phishing,179545,,,,,55.72,,,,,,,,15.0,,,,,,,2022,100.31243975865726,7.42,55.72,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,India,Ransomware,582097,,,,,5.57,,,,,,,,40.0,,,,,,,2023,100.31243975865726,3.54,5.57,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,France,SQL Injection,360752,,,,,48.1,,,,,,,,21.0,,,,,,,2023,100.31243975865726,50.75,48.1,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,India,Phishing,907128,,,,,25.79,,,,,,,,13.0,,,,,,,2020,100.31243975865726,3.54,25.79,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,UK,Man-in-the-Middle,817793,,,,,14.84,,,,,,,,64.0,,,,,,,2024,100.31243975865726,50.75,14.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,China,Malware,922209,,,,,85.76,,,,,,,,27.0,,,,,,,2024,100.31243975865726,7.42,85.76,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,USA,DDoS,411707,,,,,18.76,,,,,,,,42.0,,,,,,,2019,100.31243975865726,3.54,18.76,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,India,Phishing,847958,,,,,38.19,,,,,,,,32.0,,,,,,,2020,100.31243975865726,7.42,38.19,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,India,Man-in-the-Middle,187807,,,,,38.1,,,,,,,,37.0,,,,,,,2015,100.31243975865726,50.75,38.1,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,China,SQL Injection,637350,,,,,10.18,,,,,,,,52.0,,,,,,,2024,100.31243975865726,51.230000000000004,10.18,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,China,SQL Injection,237068,,,,,36.27,,,,,,,,65.0,,,,,,,2024,100.31243975865726,53.3,36.27,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Australia,Ransomware,819812,,,,,92.07,,,,,,,,63.0,,,,,,,2022,100.31243975865726,54.44,92.07,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Brazil,SQL Injection,434510,,,,,72.9,,,,,,,,72.0,,,,,,,2023,100.31243975865726,7.42,72.9,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,USA,DDoS,513601,,,,,57.52,,,,,,,,14.0,,,,,,,2019,100.31243975865726,51.230000000000004,57.52,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Japan,Malware,821803,,,,,5.79,,,,,,,,40.0,,,,,,,2015,100.31243975865726,7.42,5.79,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Russia,Man-in-the-Middle,12585,,,,,14.68,,,,,,,,30.0,,,,,,,2020,100.31243975865726,53.3,14.68,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Russia,Man-in-the-Middle,405253,,,,,10.12,,,,,,,,52.0,,,,,,,2020,100.31243975865726,51.230000000000004,10.12,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Japan,DDoS,703035,,,,,86.89,,,,,,,,15.0,,,,,,,2017,100.31243975865726,53.3,86.89,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Australia,Phishing,580402,,,,,9.84,,,,,,,,70.0,,,,,,,2022,100.31243975865726,54.44,9.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,France,Man-in-the-Middle,640572,,,,,49.94,,,,,,,,51.0,,,,,,,2017,100.31243975865726,3.8,49.94,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Japan,Phishing,85528,,,,,75.13,,,,,,,,55.0,,,,,,,2023,100.31243975865726,50.75,75.13,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,UK,Malware,79940,,,,,33.21,,,,,,,,64.0,,,,,,,2024,100.31243975865726,7.42,33.21,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
